id,description,text,account_value,actor_value,frame_value,llama_classification
id_600717285318340608,"Co-Director of the Center for Habitat Reconstruction, community advocate, boxing fan, host for ""Soul Clave"" and ""Beat Street Radio"" on Radio Universidad",Participatory Budgeting in Year Two: Reinvigorating Local Democracy in NYC http://t.co/69MmVW6N5f via @HuffPostNY,Individual,Citizen,Dem,democracy
id_994497526702231552,"Founder IoT Council, DCA Advisor

on arrive en sifflant



Something waiting for you
https://t.co/AxBwcgqqk9","Extreme centralization on infrastructure, spectrum and connectivity including free mess service, decentralization (direct democracy participatory budgeting local ecosystems) and data in citizen wallets  is next ‘ideology’ informing democratic structures.",Individual,Civil,Dem,democracy
id_981904646489985024,The New York City Council is comprised of 51 Members and is led by @NYCSpeakerCoJo.,Check out the @amNewYork article that gives a glimpse into the City Council’s Participatory Budgeting program.  https://t.co/ZPYzCVbdsT via @amNewYork,Organisation,Political,Dem,democracy
id_1173873490736422912,Osallisuuden ja asukaslähtöisen kehittämisen asiantuntija. Helsingin osallistuvan budjetoinnin kehittämispäällikkö. Twiitit omiani.,"Helsinki is striving for #inclusive #participation. This week borough liaisons are organizing events for NGO’s working with disabled citizens, immigrants etc. to share information about #OmaStadi participatory budgeting voting. #inclusivedesign  @stadiluotsit https://t.co/xhEwtODQrb",Individual,Citizen,Justice,democracy
id_920651322155782144,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","Participatory budgeting = direct democracy + civic engagement. Help your community, take action. Your voice matters! https://t.co/BLfxMOWHzI",Organisation,Civil,Dem,democracy
id_760833121310744577,Celebrating public-sector progress and innovation in cities around the world. Run by @BloombergDotOrg's Government Innovation program.,"More cities are trying participatory budgeting, bringing residents into #localgov spending decisions https://t.co/OZ8iH7UgGI via @GOVERNING",Organisation,Civil,Dem,democracy
id_1400476116016529410,"We work with governments, public servants & other changemakers to reimagine govt. We turn💡ideas into🚀action so that govt works for everyone. Founded by @BCG","On Thursday, June 3 @jorgedfanjul will join @Hack_Diversity to speak on how we might open up participatory budgeting within communities. Jorge will draw examples from his past work as a part of the #NewYorkCity participatory budget team in 2014-2016.

https://t.co/TB3Tt4hOUm",Organisation,Civil,Dem,NA
id_1002888158973976576,"Wife, mum, veggie, animal lover, female feline enthusiast, and list maker. Love my tennis, darts, footie, golf and most things sporty (not rugby - stupid game).",Ready to go @North_Ayrshire Participatory Budget event @NA_APC ASP and Child Protection awareness raising #shapingnorthayrshire,Individual,Citizen,Justice,democracy
id_809552380589056000,"#CentralSquare, Cambridge News. Brought to you by Central Square Florist
💐🌻🌺🌹🥀🌷🌼🌸","Participatory budgeting vote: Solar panels, kinetic energy panels, bus trackers top list https://t.co/ZyXTgdbEae #CentralSquare",Organisation,Media,Dem,NA
id_573230878467497984,Founder & CEO of Pop Up Enterprises CIC | Building community & connections at @TheShoeboxHub | Funding this work by running Hidden History of Norwich Tours,Thanks @CllrTerryJermy for tweeting tonight's successful Participatory Budgeting event! 700 votes received &amp; 12 fantastic projects funded!,Individual,Citizen,Dem,democracy
id_988382986109440000,"Word on the Streets is a blog of blogs - information for Christians involved in social action, church-based in their local community, their workplaces, etc.",Participatory Budgeting - an example. The Government of Ontario recently requested ideas from the public to help problems in one of 5 focus areas. These ideas were shortlisted and voted on by the public. The Government will now spend CAN$5M on 5 of them. https://t.co/Ua6kkFOHyw https://t.co/EBrjP57FAM,Organisation,Political,Resources,NA
id_731301046773932032,Your source for the latest news on San Jose,San Jose Will Expand Participatory Budgeting - Next City https://t.co/flsvNMiv9N,Organisation,Media,Dem,democracy
id_985563551610875904,"Shining a spotlight on progressive candidates, causes, and organizations. Follow us to hear the latest progressive news, leaders and organizations.","Hey NYC! Did you know you have a say in how your city tax dollars are spent in your district?

Thanks to Participatory Budgeting, we can tell our reps how we'd like their discretionary $ (our tax $) to be spent!

Vote online here. Today's the last day! https://t.co/L8ZkUe82Ru",Organisation,Political,Resources,NA
id_702256125534740480,"NYC Council Member. Democratic nominee for NYC Comptroller. Running to help build a city that is more just, more equal, and more prepared for the future.","Got my reading for train ride home: @hrgilman's ""Democracy Reinvented"" on participatory budgeting &amp; civic innovation https://t.co/nNo8HF2j4Z",Individual,Political,Dem,democracy
id_1064180158192648192,"Educator4Life, TuftsJumbo, Truthseeker,Youngestof10, Loyal2MyRoyalty, MappingRoadstoChange","Gordon Parks School 6th grade Student Gov’t meeting with,Jordan Bishop, Budget Director for Councilman Donovan Richards, about Participatory Budget School proposals. Student Voice!  @GordonParks270Q @D29shines @AliciaHyndman @DRichards13 @D29PresCouncil  @MichelleObama https://t.co/Se68Yg6JuQ",Individual,Citizen,Dem,NA
id_1200029398377943040,"Head of Public Sector @ACCA_UK, views my own.",Now hearing about participatory budgeting by @sharedfuturecic. Amazing eg from Brazil of the gov’t budget doc being the second most withdrawn book at pub libraries. #ACCAinnovation https://t.co/lOXc1mKQPG,Individual,Political,Dem,democracy
id_829369289723490306,Social Media Policy https://t.co/ygCNb9dYIt This account is not monitored 24/7. Report problems https://t.co/NHNbW4OgOL Phone 01349 886606,Deadline for Nuturing Nairnshire participatory budget applications from community groups is 5pm 9 Feb https://t.co/VbkhaPNPKE #Nairn,Organisation,Political,Dem,NA
id_984853311194124290,Native immigrant.  New Yorker.,"NYC folks! Participatory budget voting is upon us!  Let's do it!

https://t.co/0lnq0skJTM",Organisation,Citizen,Dem,democracy
id_903155714146914304,"We are a charitable, community-based housing association operating in Maryhill & Ruchill to build, improve, manage & maintain houses. Account not monitored 24/7",What is participatory budgeting? Find out in 60 seconds with @Pb_Scotland's https://t.co/PSZlUkGoZc,Organisation,Civil,Dem,democracy
id_759396848557752320,Searching for self: haven't checked back of sofa. Editor. OU: BA (1st) Eng Lang. 2019 MA Literary Linguistics Uni of Nottingham. Now PhD student @Sheffield.,"Really enjoyed Sacriston's party in the park today. Great community spirit, and participatory budgeting rocks ;)",Individual,Citizen,Dem,democracy
id_1374166692377489408,"Professor of Pan-African Studies at Cal State LA, #BlackLivesMatter organizer, Pan-Africanist, Hip Hop scholar, daughter of God, womanist, truth-teller, mama","Coming up at 7pm! Join our #PeoplesBudgetLA participatory budgeting townhall to discuss What Are Our Spending Priorities? Let's talk #DefundThePlace and funding our communities to #ReimaginePublicSafety as the budget cycle kicks into full swing.
RSVP NOW: https://t.co/OyILxpc7xY https://t.co/JWdtCaI2be",Individual,Citizen,Resources,NA
id_1280614334910119942,"Reboot builds & powers coalitions for courageous, structural change. We support visionary partners around the world to fight for and win the future we deserve.","Community-led ""people's budgets"" and participatory budgeting? Sign us up. A great visual and informative piece on people-powered budget movements, and how to decode the (often over-complicated) city budget. https://t.co/dhzYWCJ1e2",Organisation,Civil,Dem,NA
id_956444865138655232,"We are an Umbrella of Human Rights Organizations in Rwanda aimed at defending, protecting and promoting Human Rights and Social Justice.",Group photo in the Public Dialogue on the role of CSOs in promoting sustainable agricultural policies &amp; citizen participatory budgeting...@actionaidrwanda @EUinRW @ccoaib_rwanda @RwandaAgri @GovernanceRw https://t.co/5igxZOfWgE,Organisation,Citizen,Dem,democracy
id_634111351355412480,Health communication/ public relations professional. @stonehill_info & @TuftsUniversity alum. Love lobsters and my dog. My tweets are my own.,"Check out Real Money, Real Power: Participatory Budgeting https://t.co/mfKQ0eQGqL #cambridge @cambma",Individual,Citizen,Dem,NA
id_597805278684381184,We have conversations about New York Politics & Government with the movers and the shakers as well as the behind the scenes folks. DMs opened for story ideas.,Councilman Carlos Menchaca @cmenchaca District Shows Participatory Budgeting Strength @PB_NYC http://t.co/9SYpJhJFOd http://t.co/kx4YNwFQaU,Organisation,Media,Dem,democracy
id_1295314980825374720,Supporting efforts across Africa to help business thrive & enable democracy to flourish. We aim to grow democracy and democratize growth.,"Kenya's participatory budgeting process has a baraza-like and chama-like style that tends to inadvertently attract the participation of women and senior men in the community while excluding youth and men, @edrwigi of @PASGR_ writes in @AfricaDemocracy
https://t.co/M3YuyY2qjT",Organisation,Civil,Dem,democracy
id_1135273966644465665,"Product management, politics, pop culture, and neuroscience nerd. Proud bisexual. She/her🧘🏼‍♀️🐕🎮","The Participatory Budgeting Outreach Team has kicked off Cambridge's 2019 PB cycle, so put on your thinking caps and tell us how you would spend $1,000,000 on capital projects to improve the community! We’re collecting ideas through July 31, 2019. https://t.co/lZiwhhC8Ev",Individual,Citizen,Resources,NA
id_1187391103500206085,"One of the oldest and most prestigious Universities in Africa. A leading institution for academic excellence, research and innovations.",Makerere University Chairperson of Council Mrs Lorna Magara has applauded Makerere University Management for taking active steps towards a participatory budgeting process. Read more: https://t.co/e2tqYcmbuU https://t.co/EHq0upLwX8,Organisation,Edu,Dem,NA
id_568569836416188416,Building an inclusive democracy through Democratic Engagement Exchange @RUengageX @RUFacultyofArts,"Children, as young as 8 and youth are taking part in participatory budgeting. Awesome idea! @TOYouthCabinet @maytree_canada @s",Individual,Citizen,Dem,democracy
id_934232673803005953,"Shareable is a nonprofit media outlet and action network that empowers people to share for a more resilient, equitable, and joyful world.",This district in Quebec implemented the first elementary school participatory budgeting project in North America: https://t.co/t0dYW1q5r3,Organisation,Media,Dem,NA
id_711886850894376960,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.",.@PublicAgenda shares uplifting evaluation on #ParticipatoryBudgeting &amp; making a difference in local #democracy. https://t.co/5LhXpxxOES,Organisation,Civil,Dem,democracy
id_664379448079306753,"Vivint en un món meravellós, llàstima que no sàpigam protegir-lo de nosaltres mateix 😉",25 criticism that make your participatory budgeting vulnerable https://t.co/3L7o0c2SFW,Individual,Citizen,Problems,problems
id_628231660765618177,"NYC Council Member. Democratic nominee for NYC Comptroller. Running to help build a city that is more just, more equal, and more prepared for the future.",Thoughtful article @thinkingcity on deep potential &amp; real challenges of participatory budgeting. http://t.co/Ploy4rDR1N h/t @brooklynsja,Individual,Political,Problems,democracy
id_1070590281194618881,"Grew up in Permatang Pauh, Penang. Get re-elected as Penang State Assemblyman for Machang Bubuk in GE14. Keep going for a better, stronger, fairer Malaysia.","I'm so proud with our team! We make democracy works! Our Money Our Say! Participatory Budgeting in Machang Bubuk won the award of Best Practice in Citizen Participation.

Thanks to Steven Sim Penang Women's Development Corporation-PWDC all JKKK who... https://t.co/lrOAPYT2BD",Individual,Political,Dem,democracy
id_1271085512607006720,Justice Development and Peace Commission Ibadan  is a Not-for-profit NGO working to promote a community where Justice and Human dignity are  held sacred.,"An Advocacy visit by Our team from  Democracy&amp;Human Right dept on the follow up for Inclusive budget process and Feedback mechanism for participatory budget system.held with the Commissioner of Budget&amp;Planning, Hon.John Adeniyi Farinde and His Team
@Misereor #oyostateinformation https://t.co/BgYwc5S6Un",Organisation,Civil,Dem,democracy
id_1354950542502539264,"No Rent, No Evictions, No Vacancies. We are going to make sure elected officials in Los Angeles hear the concerns of the people #SeizeTheHotels #DefundThePolice","Seattle is inviting their constituents in to engage in a participatory budgeting process. This is a testament to the work put in by organizers in Seattle, pushing to #DefundThePolice 🙌🙌🙌
https://t.co/e5gNxeXcep",Organisation,Civil,Dem,democracy
id_775421826138857472,"Connecting educators w/the resources of NYC & beyond. Maintained by Lynda Kennedy, MS Ed, PhD & NYC Collaborator. Opinions are my own. (She/Her)",Get involved in the participatory budgeting process! (For students too- how would they improve their communities?) https://t.co/Yl8BDqeBuZ,Organisation,Political,Dem,democracy
id_713127156428234752,We use hydroponics to educate about climate and the science of sustainability #nysunworks,Come support PS28 and their Greenhouse Project Classroom this Saturday @MarkLevineNYC participatory budget expo https://t.co/e5unSmbrlB,Organisation,Political,Dem,NA
id_841223153636515840,The Horizon 2020 funded #smarticipate project aims to use open data to give citizens the information needed to shape their city. https://t.co/Pl0hGqe9lj,"""Participatory budgeting in Europe has been used to enhance citizen confidence in the democratic process"" - Breakfast at Sustainability's",Organisation,Civil,Dem,democracy
id_587240554016169984,Transition is an entirely volunteer-run grassroots movement to form resilient communities in the face of climate change and economic instability.,The Participatory Budgeting Expo was a success. Vote for Curb Extensions on Meeker! @transalt http://t.co/2q6yWNchIx http://t.co/qKOTZsX2ir,Organisation,Civil,Dem,democracy
id_867363687195168769,City of #Kitchener's official corporate feed. Please call 519-741-2345 24/7 to report an issue.,"NEWS STORY: Participatory budgeting empowers citizens to have say over parts of #Kitchener's budget:
https://t.co/L9SsCDjKVX #LoveMyHood",Organisation,Political,Dem,democracy
id_1367578560324530177,writer and freelance journalist. activism and community organizing. opinions are my own. gender pronouns: he/they. send tips to: guy@guyoron.net.,"The Black Brilliance Research Project (BBRP) released its final report on Friday, Feb. 26.

The research will inform how almost $30 million is distributed in the community through the participatory budgeting process.

https://t.co/Dh6zTSH2gt",Individual,Media,Dem,NA
id_1027865925196894208,"International Observatory on Participatory Democracy:
@uclg_org's consultation mechanism on Participatory Local Democracy
#CitiesAreListening #DemoPart","Shariza Kamarudin is part of the @PWDC_Penang, a Malaysian development company. Its program ""Gender Perspective and Participatory Budget"" seeks to ensure an inclusive and participatory perspective.

#OIDP2018 #ParticipatoryBudget
🔗https://t.co/Eb70BGtSS3 https://t.co/Vw7YXpCA0f",Organisation,Civil,Justice,democracy
id_970585886512566273,Just a guy - working for @youngscot,young people and youth work colleagues in edinburgh  - participatory budgeting for Edinburgh youth projects is open now #chooseyouthwork https://t.co/fxzQRLQGnd,Individual,Citizen,Dem,NA
id_969573773073702912,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","Participatory budgeting = direct democracy + civic engagement. Help your community, take action. Your voice matters! https://t.co/BLfxMOWHzI",Organisation,Civil,Dem,democracy
id_951139760315273217,"Researcher @IIED; Co-editor, Environment & Urbanization @EandUJournal, Visiting Professor, University College London. Contributed to last 4 IPCC Assessments","Participatory budgeting: New paper Cabannes/Lipietz viewing PB from political, good governance &amp; technocratic lenses. Open access for a week.   https://t.co/Ufd5X5uH9e
3 other open access papers on PB: https://t.co/7ov4Dosj3u",Individual,Edu,Dem,democracy
id_1093854324185280512,#charity #SocEnt of Yr '17. Best #NotForProfit Cafe '19. Employer of Yr 2021. Creating opportunities for vulnerable people to realise their potential & connect,Check out the Voice Your Choice - Participatory Budgeting Video featuring our new IT programmes and projects https://t.co/co2nQwCHWI,Organisation,Civil,Dem,NA
id_1072877551251570688,"International Observatory on Participatory Democracy:
@uclg_org's consultation mechanism on Participatory Local Democracy
#CitiesAreListening #DemoPart","Policy briefing – Mainstreaming participatory budgeting: What works in building foundations for a more participatory democracy?
https://t.co/GQ8OnmA3aJ

@pb_scotland @CommEmpower @WWScot @OliverEscobar https://t.co/qDshqZOmn7",Organisation,Political,Dem,democracy
id_1278016437857255432,🗳Bringing Participatory Budgeting (PB) to Oregon ✊ Ensuring all the state’s diverse peoples know their power 👇What even is PB?,"""Perhaps the most immediate proposal is participatory budgeting, which involves the community in choosing how to spend funds. Different groups would pitch proposals on how to spend that pot, eventually leading to a community vote on what to fund.”  https://t.co/QaG4VxfB7j",Organisation,Civil,Resources,NA
id_1002262805968547847,Depute Leader of @GlasgowCC. Convener of Culture & International Co-operation. Chair of @GlasgowLife. Country Manager for @DemSoc in 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Views my own,"The #Cities4Europe campaign gives us a chance to showcase policies from Glasgow that engage citizens to make a lasting impact in their local area.

Today we started the work to deliver what will be one of Europe's largest participatory budgeting projects.

Exciting times!! https://t.co/pTXd343dKY",Individual,Political,Dem,democracy
id_588485904098004993,"VOTE APRIL 1- 30, 2018 ON YOUR FAVORITE PROJECTS @ https://t.co/TTBTlxnKQU!

City of Vallejo program giving residents a  voice in how to spend their tax dollars!",GVRD to Host Ribbon Cutting for North Vallejo Park Improvements Funded by the City of Vallejo PB https://t.co/hZTQ94gJE4,Organisation,Civil,Dem,NA
id_1382006610483163139,"International Observatory on Participatory Democracy:
@uclg_org's consultation mechanism on Participatory Local Democracy
#CitiesAreListening #DemoPart","🔴Webinar: Contributions of Participatory Budgeting to Climate Change Mitigation and Adaptation

🗓️20 April

🔗 https://t.co/AiYgE2KdV6 https://t.co/FBtqMXA98e",Organisation,Civil,Dem,NA
id_1313987490273951748,"Gateway to the @WorldBank's work on #GoodGov, #GovTech, #OpenGov, #procurement, #AntiCorruption, public finance, accountability & more. Talk to us!",Four lessons in how to boost #accountability by participatory budgeting in 🇰🇪 #Kenya: 1) Money is spent on highest priorities. 2) Citizens can demand explanations. 3) Citizens find better solutions for their needs. 4) Lower costs of projects. https://t.co/78s3ZCYHgL https://t.co/pmAAMMXcM7,Organisation,Political,Dem,NA
id_1015732367921745921,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","@StephKeyaka is ""...talking to Baltimore residents about an initiative to give city residents more control over the budgeting process. The referendum is modeled after participatory budgeting that has been adopted in cities around the U.S."" https://t.co/eWSYPyZCiZ",Organisation,Civil,Dem,democracy
id_1167424589393268736,A one-stop shop for volunteers and volunteer involving organisations,Come on down to Grange Childrens Centre for the Participatory Budget Ideas Event and the Carnival of Africa! https://t.co/0ahFSG7cZq,Organisation,Edu,Dem,NA
id_1113395913903497216,"We create a safe & welcoming community to enrich & uplift youth & families towards success through shared cultural, art & educational experiences.","Hello, I'm Lynn, high school senior aspiring to become a school counselor after college. I voted in Participatory Budget because I want to improve my community. Vote here: @HPAC10474 @THEPOINTCDC &amp; local community boards #YouthVotePB #IVoteBecause #dycd @nycyouth @Salamancajr80 https://t.co/h7CMENSAN1",Organisation,Edu,Dem,democracy
id_586744360777035776,Official Broadcasting of @AamAadmiParty's news updates. We give you an insight to the party's daily happenings. Follow us to stay updated.,Delhi Government to Invite Suggestions for Participatory Budget: Aam Aadmi Party - NDTV - http://t.co/cD7pV9oqny,Organisation,Media,Dem,democracy
id_615433091994120192,"architect : lecturer : phd candidate | urban x ocean x space research | my views, not those I work for : she/her","THIS! ""gender-responsive participatory budgeting"" leads to 'Public-Private-PEOPLE Partnerships' - Mayor Mainmunah Sharif #FutureOfPlaces",Individual,Citizen,Justice,democracy
id_939925374204596226,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","If it impacts people, they deserve to have a meaningful say. Merced is using PB to make those voices count.
https://t.co/Oh90SH1ypK",Organisation,Political,Dem,democracy
id_959456788621025280,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","Participatory Budgeting for County Budgets - Merced shows that leadership isn't always smooth but it's worth it
https://t.co/PcMEe6JdTy",Organisation,Political,Dem,democracy
id_1416055686333673473,"We partner w Ss, Ts, and communities to build transformational schools that ignite curiosity, promote agency, and elevate active participation in our democracy.","Hey @ChiPubSchools principals! Looking for new ways to strengthen student voice, &amp; build inclusive partnerships w all community members? Come to SLI office hours today from 10-3. Participatory Budgeting, SVCs, PBL Justice projects, Civic Conversations, so many resources and more!",Organisation,Edu,Dem,NA
id_940632353319383040,"Managing Director, KnowNow Information. Programme Lead for Business + Enterprise at Shaping Portsmouth. Tweet about Tech, Portsmouth and life with twins.",How to give Citizens a greater role in bottom-up Smart Cities. Participatory Budgets - https://t.co/iRdIwS4gcC #smartcities https://t.co/yqIziUf3z7,Individual,Citizen,Dem,democracy
id_1106900034627481601,"Mam, wife, NHS public health doc, girlguiding, swim club, STEM volunteer ❤️Shetland, food, gin in moderation, Italy. Aim to ❤️running & netball again! Own views","Safer Shetland - Choices for Community Justice.
Voting at our participatory budgeting event well underway at Islesburgh - 10 fantastic projects looking for a share of £25K from Shetland Community Justice Partnership. https://t.co/0ogDtQmCpP @HumzaYousaf https://t.co/fF1jlrK2fg",Individual,Citizen,Resources,justice
id_610930171869327360,"A non-profit project for questions-and-answers with elected officials, candidates, media, and more public figures. From PPF - @ppolitics","Pleased to be included in @PBProject's options for spending donations. New blog post on how to help: http://t.co/kcslviJMLj - #PBParty, ahoy",Organisation,Civil,Resources,NA
id_1313823144503902211,"We are Carers Trust Scotland, part of @CarersTrust. We exist to provide action, help and advice to unpaid carers throughout #Scotland.","Making sure #carers views are heard is crucial in public services. Investing in carer engagement at a local &amp; national level is one of our key asks. This includes full expenses for carer reps on groups, and full involvement in participatory budgeting. #carersPovertyweek https://t.co/mHY1eBsn2T",Organisation,Civil,Dem,NA
id_1429805818107547660,FirstRoot's mission is to create financially literate children capable of transforming their communities as they become financially independent adults.,"Consistently, kids involved in Participatory Budgeting make great decisions! Learn more at https://t.co/LSn8wZoINc https://t.co/17mjkI5teV",Organisation,Political,Dem,democracy
id_972238281139253248,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","Mapping technology can make participatory budgeting more accessible and collaborative. Learn how this happens here.
https://t.co/0hDuNsMWFB",Organisation,Civil,Dem,NA
id_585940682864484352,Located in East Harlem NYC in Thomas Jefferson Park. Join our mailing list: TomsDogRun@gmail.com Follow on Instagram & snapchat: @TomsDogRun,"We need your VOTE for Participatory Budget Project #7 April-April 19, 2015 Anyone 14yrs + Up in District 8 NYC http://t.co/rm54336XdV",Individual,Citizen,Dem,democracy
id_1252419477536301056,"Updates for K. N. Raj Library, Centre for Development Studies, Thiruvananthapuram",Accountability Through Participatory Budgeting in India: Only in Kerala? https://t.co/ByZErg9U95,Organisation,Civil,Dem,democracy
id_1114205956219527168,Grateful Assistant To @NYGovCuomo. Tireless fighter for human rights and income equality.  Opinions expressed in the text belong solely to the author.,"RT NYCMayor: The deadline to determine how YOUR tax dollars are spent in YOUR neighborhood is this Sunday!

Don't just rely on Twitter to make your voice heard. Head to https://t.co/VV6bPZNLFZ for more information about Participatory Budgeting. https://t.co/jBfKCFEIdU",Individual,Political,Dem,NA
id_638960961039282176,We help organisations build social capital and develop active citizens in their communities. Love working in communities across the UK to highlight strength.,Making public services more public through #participatory budgeting  https://t.co/y92tNpriWP,Organisation,Civil,Dem,democracy
id_1136238783001714688,Bannockburn House - The biggest community buyout in the UK - Come & visit to see #BonniePrinceCharlie's Bedroom! #Jacobites #BannockburnHouse #VisitBBH,"VOTING OPEN in ""Your Stirling: You Decide"" participatory budgeting until 23rd June.

@StirlingCouncil say every citizen, of high school age and above, can vote once for the proposals in their electoral ward.

You can vote online here: https://t.co/TaDTiuatu3",Individual,Civil,Dem,democracy
id_897818088753827840,Hamilton Community News regional reporter covering City Hall and provincial and national politics.,"Ward 1 Clr Aidan Johnson is defending his participatory budgeting. ""Creation of real conversation with real communities."" #HamOnt",Individual,Media,Dem,democracy
id_700660831118163969,"At HomeLife™… we are all about the customer experience from start to finish and for life. Higher Standards™, represents our unique commitment to profession",Toronto voters divvy up public funds as city tests out participatory budgeting: From park lighting to outdoor ... https://t.co/EoJIlWW4vn,Organisation,Civil,Dem,NA
id_1272582236806590464,"urban planner and public health advocate in Los Angeles; high brow and low brow, mostly low brow. Pronouns: he/him.","@DocMellyMel @BLMLA advocating for a participatory budgeting process, cities need to engage residents to understand how they should see a city's budget spent. #peoplesbudget",Individual,Citizen,Resources,NA
id_845720873600520195,Deputy Leader & Chair of the Cultural Affairs & Libraries Committee & @NYCCouncil Member for the 26th District in Queens. He/Him/His,It's official! I voted in Participatory Budgeting 2017! Vote all week throughout the district and online! https://t.co/zfN9wQDY8h,Individual,Political,Dem,democracy
id_822428926022717441,Bringing organisations and residents together in Cheshire East to identify and address local issues.,Participatory Budgeting #Nantwich Decision Day 21 Jan at @NantwichCivic Hall  Doors open 9:15 Finish 12 #NantwichPB https://t.co/CsBuOk2tXm,Organisation,Civil,Dem,democracy
id_1226601272838705153,ever heard of participatory budgeting!? WELL IT CAN CHANGE YOU LIFE!,participatory budgeting can change your life with just a little of a vote. the thing that is crazy is that you can be 14 years old and still make a difference in your community!,Individual,Citizen,Dem,democracy
id_590979223952621569,"Hyperlocal, multimedia #CambMA news + info you won't find elsewhere, reported by Cambridge residents, community orgs, college interns and @cctvcambridge staff","Public wifi, bike repair stations, and a 24-hr access public toilet #participatorybudget #cambMA  http://t.co/DVAW5A0Ryg",Organisation,Media,Resources,NA
id_1008776403939192833,"International Observatory on Participatory Democracy:
@uclg_org's consultation mechanism on Participatory Local Democracy
#CitiesAreListening #DemoPart","What if Citizens Set City Budgets? An Experiment That Captivated the World—Participatory Budgeting—Might Be Abandoned in its Birthplace
https://t.co/g9pVYego7e via
@WorldResources https://t.co/lRc6XUvWLA",Organisation,Civil,Dem,NA
id_1020881235751591936,"Manager, Sustainable Infrastructure Advisory @IFC_org","Thanks Georgina Baker @IFC_org and @GwynethKutz @CanadaDev for highlighting replicable impacts from Peru Apurimac.  Kudos to local govt for moving from 4% to 74% of projects now derived thru participatory budgeting!
For more info
 #IFCnatresources  https://t.co/sKhgLRHuLw https://t.co/xuGnjeTHE8",Individual,Citizen,Dem,NA
id_940763222126276614,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","""This just feels like democracy; and
  Why don’t we do this for more things?"" @1forthepeople #ParticipatoryBudgeting
https://t.co/VksDhKhmzI",Organisation,Civil,Dem,democracy
id_768077912767692800,"Educating Inventors, Architects of Inventor Education and Virtual RealEstate Developers",brooklyn_news: Want to Help Spend $1 Million? Participatory Budgeting Season Returns to Brooklyn: City Council's p… https://t.co/nsLcuSMxS4,Individual,Citizen,Resources,NA
id_670530680137359360,Apassionat de les Ciutats en general i de Barcelona en particular // Passionate About Cities // PhD @momentum_lab,Portuguese Town Uses Gamification to Get an Amazing 25% Turnout for Participatory Budgeting https://t.co/zgwbbTxC0B,Individual,Citizen,Dem,democracy
id_821518702403321860,"she/her | nerdy, feminist, easily startled | @PPMO_Advocates comms | @15thWardDems l @MizzouLaw & @TrumanState alum | #anxiety #depression & my dog",My Alderwoman @MeganEllyia giving a shout-out to participatory budgeting! 👏👏👏 #STL #15thWard https://t.co/DDDMnG9iUM,Individual,Citizen,Dem,democracy
id_1442554544156655616,"Our team of disabled producers, editors & organizers tell authentic, accessible stories to challenge stigma & redefine narratives of disability & mental health","Disability Rights WA is continuing to support &amp; amplify the Seattle Solidarity Budget, which calls for divesting from policing &amp; prosecution systems &amp; investing in housing, digital equity, pro-Black participatory budgeting, a Green New Deal, Indigenous sovereignty, &amp; more.

(1/4)",Organisation,Civil,Dem,democracy
id_769310040272564224,"Civic Innovation, Drinking Tea. @NewAmerica teaching @ColumbiaSIPA @BeeckCenter Fmr White House #OpenGov + #Innovation PhD @Harvard Co-Author Civic Power","""Participatory Budgeting: Decision-Making By Residents"" great piece by @AdamHecktman cc @PBProject https://t.co/CunTP6jUM2",Individual,Citizen,Dem,democracy
id_1313535866854309890,"Curious about systems thinking, social innovations, digital health —and life in general. Founder @gesundpartners, but most importantly a dad.",”#OmaStadi is the City of @Helsinki’s way of providing participatory budgeting services. Helsinki has allocated 8.8 million euros to realising residents’ wishes.” https://t.co/pA9NXPwVfR,Individual,Citizen,Resources,NA
id_900349092856946690,"Library Industry Speaker, Librarian, innovator, interested in digital disruption, startups, Australian politics, views are my own, retweets are not endorsements",Participatory budgeting in Helsinki City Library - started with a pilot &amp; expanded inviting citizens to be active decision makers #WLIC2017 https://t.co/dIsSuuEf6U,Individual,Citizen,Dem,democracy
id_823534274875944962,"@FutureGov Deliberative Democracy Lead • prev @demsoc @demsocScotland • #DelibDem #DemoPart #OpenGov #DigiDem design, facilitation, engagement • FRSA • 🏳️‍🌈",".@JoeFitzSNP talking about @opengovscot, participatory budgeting, and the need to involve communities in shaping services #fsf2017 https://t.co/jHe98th0Gr",Individual,Citizen,Dem,democracy
id_724227996786253825,"News Editor, TimesLedger Newspapers",Participatory Budgeting wraps up in western Queens https://t.co/eDx4Yg2f1B,Individual,Citizen,Dem,democracy
